id_cliente,Churn,Genero,Idoso,Parceiro,Dependentes,Tempo de serviço,Telefone,Multiplas linhas,Servico de internet,Seguranca online,Backup,Protecao de dispositivo,Suporte tecnico,Streaming TV,Streaming Filmes,Contrato,Faturamento,Metodo de pagamento,valor_mensal,valor_total,Contas_Diarias
4878BUNFV,0,Masculino,Não,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.7,828.85,0.69
4879GZLFH,0,Feminino,Não,1,1,42,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,92.15,3875.4,3.0716666666666668
4881GQJTW,0,Masculino,Não,0,0,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Credit card automatic,19.6,300.4,0.6533333333333334
4881JVQOD,0,Masculino,Sim,1,1,10,0,No phone service,DSL,No,No,No,No,No,Yes,Monthtomonth,Yes,Bank transfer automatic,34.55,362.6,1.1516666666666666
4883KCPZJ,0,Feminino,Não,1,1,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,25.25,555.4,0.8416666666666667
4883QICIH,1,Masculino,Não,1,1,32,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Bank transfer automatic,69.75,2347.9,2.325
4884LEVMQ,0,Masculino,Não,1,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer automatic,20.45,790.0,0.6816666666666666
4884TVUQF,0,Feminino,Sim,0,0,57,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card automatic,101.3,5779.6,3.3766666666666665
4884ZTHVF,0,Feminino,Sim,0,0,8,1,No,Fiber optic,No,Yes,No,No,Yes,No,Monthtomonth,Yes,Electronic check,87.1,713.6,2.9033333333333333
4890VMUAV,0,Masculino,Não,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,2.3833333333333333
4891NLUBA,0,Feminino,Não,1,1,61,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer automatic,61.45,3751.15,2.0483333333333333
4892VLANZ,1,Masculino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,19.8,19.8,0.66
4893GYUJU,0,Feminino,Não,0,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,0.645
4895TMWIR,1,Masculino,Sim,1,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,19.95,214.75,0.6649999999999999
4896CPRPF,0,Masculino,Não,1,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,25.45,809.25,0.8483333333333333
4897QSUYC,1,Feminino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,20.15,20.15,0.6716666666666666
4900MSOMT,0,Feminino,Não,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer automatic,80.2,5714.2,2.6733333333333333
4902OHLSK,1,Feminino,Sim,0,0,29,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Monthtomonth,No,Electronic check,98.65,2862.75,3.2883333333333336
4903CNOZC,0,Masculino,Não,0,0,29,1,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card automatic,70.9,1964.6,2.3633333333333337
4903UYAVB,1,Masculino,Não,1,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,19.35,126.05,0.645
4905JEFDW,1,Masculino,Não,0,0,11,0,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,1.3866666666666667
4906ZHGPK,0,Masculino,Não,1,1,54,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.7,3770.0,2.356666666666667
4908XAXAY,0,Feminino,Sim,0,0,49,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer automatic,89.85,4287.2,2.9949999999999997
4909JOUPP,0,Masculino,Sim,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card automatic,109.7,7898.45,3.6566666666666667
4910AQFFX,1,Masculino,Não,1,1,9,1,Yes,Fiber optic,No,No,Yes,No,No,No,Monthtomonth,Yes,Bank transfer automatic,79.35,661.25,2.645
4910GMJOT,1,Feminino,Não,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,94.6,94.6,3.1533333333333333
4911BANWH,1,Feminino,Não,0,1,31,1,Yes,Fiber optic,No,No,No,No,Yes,No,Monthtomonth,Yes,Credit card automatic,86.55,2697.4,2.885
4912PIGUY,0,Feminino,Não,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,No,Monthtomonth,Yes,Electronic check,84.6,84.6,2.82
4913EHYUI,1,Masculino,Sim,1,1,56,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer automatic,104.55,5794.65,3.485
4915BFSXL,0,Masculino,Não,1,1,70,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card automatic,68.95,4858.7,2.2983333333333333
4918FYJNT,0,Feminino,Sim,1,0,55,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Monthtomonth,No,Electronic check,90.45,5044.8,3.015
4918QLLIW,1,Masculino,Não,0,0,3,1,No,DSL,No,No,No,No,Yes,No,Monthtomonth,No,Credit card automatic,53.4,188.7,1.78
4919IKATY,1,Masculino,Não,1,1,5,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Monthtomonth,Yes,Electronic check,84.5,453.75,2.816666666666667
4919MOAVT,1,Masculino,Não,0,1,3,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,No,Electronic check,69.65,220.1,2.3216666666666668
4922CVPDX,0,Feminino,Não,1,0,26,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card automatic,73.5,1905.7,2.45
4923ADWXJ,0,Feminino,Não,0,0,25,1,No,DSL,No,Yes,No,Yes,No,Yes,Monthtomonth,Yes,Bank transfer automatic,65.8,1679.65,2.1933333333333334
4925LMHOK,1,Masculino,Não,0,0,15,1,Yes,DSL,No,Yes,No,Yes,No,No,Monthtomonth,Yes,Credit card automatic,58.6,939.7,1.9533333333333334
4926UMJZD,0,Feminino,Não,1,0,31,1,No,DSL,No,No,No,Yes,No,No,Monthtomonth,Yes,Mailed check,49.2,1498.55,1.6400000000000001
4927WWOOZ,0,Masculino,Não,1,0,2,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Electronic check,91.45,171.45,3.0483333333333333
4929BSTRX,1,Feminino,Não,0,0,1,1,No,DSL,No,No,No,No,Yes,No,Monthtomonth,Yes,Mailed check,53.55,53.55,1.785
4929ROART,0,Masculino,Não,0,0,18,1,Yes,DSL,Yes,No,No,No,No,No,Monthtomonth,No,Mailed check,56.25,969.85,1.875
4929XIHVW,0,Masculino,Sim,1,0,2,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Credit card automatic,95.5,181.65,3.183333333333333
4931TRZWN,0,Feminino,Não,0,0,13,1,No,DSL,Yes,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,71.95,923.85,2.3983333333333334
4933BSAIP,0,Feminino,Não,1,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,780.1,0.6366666666666667
4933IKULF,0,Feminino,Sim,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,0.6883333333333332
4936YPJNK,0,Feminino,Não,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,19.9,199.45,0.6633333333333333
4937QPZPO,0,Masculino,Não,1,1,61,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,3.33
4939KYYPY,0,Masculino,Não,0,0,27,1,Yes,DSL,No,No,Yes,Yes,No,No,Monthtomonth,No,Electronic check,59.45,1611.65,1.9816666666666667
4940KHCWD,0,Feminino,Não,1,0,60,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer automatic,37.7,2288.7,1.2566666666666668
4942VZZOM,0,Masculino,Não,1,0,64,1,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card automatic,66.15,4392.5,2.205
4945RVMTE,0,Feminino,Não,0,0,28,1,No,DSL,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Bank transfer automatic,59.55,1646.45,1.9849999999999999
4946EDSEW,1,Feminino,Não,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,19.25,180.3,0.6416666666666667
4947DSMXK,0,Masculino,Não,1,1,34,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,97.7,3410.0,3.256666666666667
4948WBBKL,0,Feminino,Sim,0,0,36,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Bank transfer automatic,74.9,2659.45,2.496666666666667
4950BDEUX,0,Masculino,Não,0,0,35,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Monthtomonth,No,Electronic check,49.2,1701.65,1.6400000000000001
4950HKQTE,0,Feminino,Não,0,0,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,0.875
4951UKAAQ,1,Feminino,Não,0,0,4,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Monthtomonth,Yes,Electronic check,88.95,355.2,2.9650000000000003
4952YSOGZ,1,Feminino,Não,1,1,4,1,Yes,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,85.95,381.3,2.865
4955VCWBI,0,Feminino,Não,1,1,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,0.6666666666666666
4957SREEC,0,Masculino,Não,1,1,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,20.35,1458.1,0.6783333333333333
4957TIALW,0,Feminino,Não,0,1,15,1,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card automatic,65.6,1010.0,2.1866666666666665
4957TREIR,0,Masculino,Não,0,0,3,1,No,DSL,Yes,No,No,Yes,Yes,No,Monthtomonth,Yes,Credit card automatic,64.4,195.65,2.146666666666667
4958GZWIY,1,Masculino,Não,1,1,7,1,No,DSL,No,No,Yes,No,No,No,Monthtomonth,No,Electronic check,48.7,340.25,1.6233333333333335
4958XCBDQ,1,Masculino,Sim,0,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,101.4,3496.3,3.3800000000000003
4959JOSRX,1,Feminino,Não,1,0,2,1,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Credit card automatic,44.6,80.55,1.4866666666666668
4962CHQPW,0,Masculino,Não,0,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,0.6616666666666667
4967WPNCF,0,Masculino,Não,0,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer automatic,63.7,4464.8,2.1233333333333335
4971PUYQO,1,Feminino,Não,0,0,27,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Mailed check,94.55,2724.6,3.1516666666666664
4973MGTON,0,Feminino,Não,1,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card automatic,84.4,5969.3,2.8133333333333335
4973RLZVI,0,Feminino,Não,0,0,30,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card automatic,74.65,2308.6,2.4883333333333337
4976LNFVV,0,Masculino,Sim,1,0,19,0,No phone service,DSL,No,Yes,Yes,No,No,No,Monthtomonth,Yes,Credit card automatic,34.3,577.15,1.1433333333333333
4979HPRFL,0,Masculino,Não,1,1,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,24.15,1402.25,0.8049999999999999
4980URKXC,0,Masculino,Não,1,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer automatic,20.85,720.05,0.6950000000000001
4981FLTMF,0,Feminino,Não,1,1,57,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Monthtomonth,No,Bank transfer automatic,65.2,3687.85,2.1733333333333333
4983CCWMC,0,Masculino,Não,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Mailed check,69.6,207.4,2.32
4983CLMLV,0,Feminino,Não,1,0,52,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Monthtomonth,Yes,Credit card automatic,102.7,5138.1,3.4233333333333333
4986MXSFP,0,Feminino,Não,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,20.0,40.9,0.6666666666666666
4987GQWPO,0,Masculino,Não,0,0,17,0,No phone service,DSL,No,No,No,No,No,No,Monthtomonth,No,Credit card automatic,25.1,382.8,0.8366666666666667
4988IQIGL,1,Masculino,Sim,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,75.35,75.35,2.5116666666666663
4989LIXVT,0,Masculino,Sim,0,0,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Monthtomonth,Yes,Electronic check,95.9,6503.2,3.1966666666666668
4990ALDGW,0,Masculino,Não,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1118.8,0.6916666666666667
4992LTJNE,0,Masculino,Não,1,1,72,1,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer automatic,55.3,3983.6,1.8433333333333333
4993JCRGJ,0,Masculino,Não,0,0,26,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Monthtomonth,Yes,Mailed check,84.3,2281.6,2.81
4994OBRSZ,0,Masculino,Não,0,1,14,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer automatic,76.1,1054.8,2.5366666666666666
4998IKFSE,0,Feminino,Não,0,0,30,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,No,Electronic check,100.45,3096.9,3.3483333333333336
4999IEZLT,0,Masculino,Não,0,0,66,0,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card automatic,29.45,1983.15,0.9816666666666667
5002GCQFH,0,Masculino,Não,1,0,49,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Monthtomonth,Yes,Bank transfer automatic,93.85,4733.1,3.128333333333333
5003OKNNK,0,Feminino,Não,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card automatic,20.35,335.95,0.6783333333333333
5003XZWWO,0,Masculino,Não,1,0,71,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card automatic,84.2,5956.85,2.8066666666666666
5006MXVRN,0,Feminino,Não,0,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,20.7,762.45,0.69
5010IPEAQ,0,Feminino,Não,1,1,67,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card automatic,54.2,3623.95,1.8066666666666669
5012YSPJJ,0,Masculino,Não,1,1,31,1,No,DSL,No,No,Yes,Yes,No,No,Monthtomonth,No,Mailed check,54.35,1647.0,1.8116666666666668
5013SBUIH,1,Feminino,Não,0,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,5551.15,3.6550000000000002
5014GSOUQ,0,Masculino,Não,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,0.6649999999999999
5014WUQMG,0,Masculino,Não,1,1,47,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,3.203333333333333
5016ETTFF,1,Masculino,Não,0,0,10,0,No phone service,DSL,No,No,Yes,No,No,No,Monthtomonth,No,Mailed check,29.5,255.25,0.9833333333333333
5016IBERQ,0,Masculino,Não,1,0,23,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Monthtomonth,No,Electronic check,84.25,1968.1,2.808333333333333
5016LIPDW,0,Masculino,Não,1,1,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,0.6466666666666666
5018GWURO,0,Feminino,Não,1,0,56,1,Yes,Fiber optic,No,No,No,No,Yes,No,Monthtomonth,Yes,Bank transfer automatic,85.6,4902.8,2.853333333333333
5018HEKFO,0,Feminino,Não,0,0,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,24.5,270.15,0.8166666666666667
5018LXQQG,0,Feminino,Não,1,1,30,1,No,DSL,Yes,No,No,Yes,No,Yes,Monthtomonth,No,Bank transfer automatic,66.3,1923.5,2.21
5019GQVCR,0,Masculino,Sim,0,0,43,1,Yes,Fiber optic,No,No,No,No,Yes,No,Monthtomonth,Yes,Electronic check,84.85,3645.6,2.828333333333333
5020ZSTTY,1,Feminino,Sim,0,0,54,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer automatic,82.45,4350.1,2.7483333333333335
5022JNQEQ,0,Feminino,Não,1,1,9,1,No,Fiber optic,No,No,No,Yes,No,No,Monthtomonth,Yes,Electronic check,75.85,647.5,2.5283333333333333
5022KVDQT,0,Masculino,Não,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,No,Monthtomonth,Yes,Electronic check,81.3,2272.8,2.71
5025GOOKI,0,Feminino,Não,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Credit card automatic,18.9,347.65,0.63
5027QPKTE,1,Masculino,Não,1,0,7,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,69.35,451.1,2.3116666666666665
5027XWQHA,1,Masculino,Não,0,0,6,1,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Electronic check,44.75,270.95,1.4916666666666667
5027YOCXN,0,Masculino,Não,1,1,51,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card automatic,110.05,5686.4,3.6683333333333334
5028GZLDO,1,Masculino,Não,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,No,Credit card automatic,70.7,140.7,2.356666666666667
5028HTLJB,1,Masculino,Sim,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,20.05,20.05,0.6683333333333333
5032MIYKT,0,Feminino,Não,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Mailed check,70.7,70.7,2.356666666666667
5032USPKF,0,Feminino,Não,0,0,38,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer automatic,84.1,3187.65,2.8033333333333332
5035BVCXS,0,Masculino,Não,0,0,11,1,No,Fiber optic,No,Yes,No,No,No,No,Monthtomonth,Yes,Mailed check,75.9,866.4,2.5300000000000002
5035PGZXH,0,Feminino,Não,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,3.56
5038ETMLM,0,Feminino,Não,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer automatic,113.65,8182.75,3.7883333333333336
5039LZRQT,0,Feminino,Não,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,0.6733333333333333
5043TRZWM,0,Feminino,Não,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Monthtomonth,No,Electronic check,75.55,75.55,2.518333333333333
5044LRQAQ,0,Feminino,Não,1,0,7,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Bank transfer automatic,69.2,477.55,2.3066666666666666
5044XDPYX,0,Feminino,Não,1,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,0.85
5046NUHWD,0,Feminino,Sim,1,0,29,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,Monthtomonth,Yes,Electronic check,45.0,1228.65,1.5
5047LHVLY,1,Masculino,Sim,0,1,1,1,No,DSL,No,No,Yes,No,No,No,Monthtomonth,Yes,Mailed check,50.15,50.15,1.6716666666666666
5049GLYVG,1,Masculino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,20.6,20.6,0.6866666666666668
5049MUBWG,0,Masculino,Não,0,0,26,1,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer automatic,75.0,1908.35,2.5
5052PNLOS,1,Masculino,Não,0,0,3,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,105.35,323.25,3.5116666666666663
5054IEXZT,1,Masculino,Não,0,1,1,1,No,Fiber optic,No,Yes,No,No,No,No,Monthtomonth,Yes,Electronic check,75.35,75.35,2.5116666666666663
5055BRMNE,0,Feminino,Não,1,1,67,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card automatic,106.7,7009.5,3.5566666666666666
5055MGMGF,0,Feminino,Não,1,0,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,105.05,6914.95,3.5016666666666665
5056FIMPT,0,Feminino,Não,0,1,43,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card automatic,106.0,4532.3,3.533333333333333
5057LCOUI,1,Feminino,Não,0,0,39,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,50.75,2011.4,1.6916666666666667
5057RKGLH,0,Feminino,Não,1,1,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,0.6783333333333333
5060TQUQN,0,Masculino,Não,1,1,30,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Monthtomonth,Yes,Bank transfer automatic,83.55,2570.2,2.7849999999999997
5061PBXFW,0,Feminino,Não,1,1,32,1,No,DSL,Yes,Yes,No,Yes,No,No,Monthtomonth,No,Bank transfer automatic,61.4,1864.65,2.0466666666666664
5062CJJKH,0,Masculino,Não,1,1,25,1,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,1.7883333333333333
5063IUOKK,0,Masculino,Não,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,0.6583333333333333
5066GFJMM,0,Feminino,Não,1,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,19.9,45.75,0.6633333333333333
5067DGXLL,0,Masculino,Não,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,20.25,36.8,0.675
5067WJEUN,0,Masculino,Não,1,1,67,1,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer automatic,54.2,3838.2,1.8066666666666669
5067XJQFU,0,Masculino,Sim,1,1,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,3.615
5071FBJFS,0,Feminino,Não,1,1,4,1,No,DSL,Yes,No,No,No,No,No,Monthtomonth,No,Electronic check,50.3,217.1,1.6766666666666665
5073RZGBK,0,Feminino,Não,1,1,50,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer automatic,80.05,4042.2,2.6683333333333334
5073WXOYN,1,Feminino,Não,0,0,60,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,50.8,3027.4,1.6933333333333331
5074FBGHB,0,Masculino,Não,0,0,64,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card automatic,104.65,6889.8,3.4883333333333337
5075JSDKI,0,Feminino,Não,0,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,1493.1,0.815
5076YVXCM,0,Masculino,Não,0,0,51,1,Yes,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,No,Bank transfer automatic,83.4,4149.45,2.7800000000000002
5077DXTCG,1,Feminino,Não,0,0,1,1,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,45.3,45.3,1.51
5081NWSUP,0,Feminino,Não,0,0,10,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,2.1633333333333336
5084OOVCJ,0,Feminino,Não,1,1,17,1,No,DSL,Yes,No,No,Yes,No,No,Monthtomonth,Yes,Credit card automatic,55.35,920.5,1.845
5087SUURX,1,Feminino,Não,1,0,18,0,No phone service,DSL,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Electronic check,39.05,669.85,1.3016666666666665
5088QZLRL,0,Masculino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Electronic check,20.65,20.65,0.6883333333333332
5089IFSDP,1,Feminino,Não,1,0,58,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer automatic,109.45,6144.55,3.6483333333333334
5090EMGTC,0,Feminino,Não,1,0,59,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85,3.335
5091HFAZW,0,Feminino,Não,0,0,2,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Monthtomonth,Yes,Electronic check,91.15,168.5,3.0383333333333336
5092STPKP,0,Feminino,Não,0,0,24,1,No,DSL,Yes,No,No,Yes,No,No,Monthtomonth,No,Credit card automatic,56.35,1381.2,1.8783333333333334
5093FEGLU,0,Feminino,Não,1,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,19.65,921.55,0.6549999999999999
5095AESKG,1,Feminino,Não,1,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Monthtomonth,Yes,Credit card automatic,91.5,242.95,3.05
5095ETBRJ,0,Feminino,Não,1,0,55,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.8,3112.05,1.8933333333333333
5099BAILX,1,Masculino,Sim,1,1,43,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,110.75,4687.9,3.691666666666667
5103MHMHY,1,Feminino,Não,0,1,1,1,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Mailed check,45.95,45.95,1.5316666666666667
